iter	RMSE
610	22.42197764
611	22.40894587
612	22.39816663
613	22.38526626
614	22.37395855
615	22.3461185
616	22.31742006
617	22.28944103
618	22.27989406
619	22.27245122
620	22.25005884
621	22.2358897
622	22.21700974
623	22.20760681
624	22.18926756
625	22.17274827
626	22.16094648
627	22.14575739
628	22.13512313
629	22.12706784
630	22.11456469
631	22.08805066
632	22.07165952
633	22.05897591
634	22.03885201
635	22.02139052
636	22.0080134
637	21.99508893
638	21.97882842
639	21.96605015
640	21.95141153
641	21.93892879
642	21.92589414
643	21.89794432
644	21.88601993
645	21.86679427
646	21.84950852
647	21.83013174
648	21.82077606
649	21.80615921
650	21.79250695
651	21.77450211
652	21.76544761
653	21.75449706
654	21.73503789
655	21.72443645
656	21.70539651
657	21.69586215
658	21.68846979
659	21.67300851
660	21.65742778
661	21.63471296
662	21.62727879
663	21.62182141
664	21.60710126
665	21.59492014
666	21.57450749
667	21.5683936
668	21.55271975
669	21.53590134
670	21.51773475
671	21.49896464
672	21.4855143
673	21.45985167
674	21.44133737
675	21.42570509
676	21.41022635
677	21.39318429
678	21.3713947
679	21.34810104
680	21.330879
681	21.31218325
682	21.28740802
683	21.26790618
684	21.24904726
685	21.22812629
686	21.21571847
687	21.20406274
688	21.1941083
689	21.18104002
690	21.16578541
691	21.14162173
692	21.13166878
693	21.12203438
694	21.10619254
695	21.09450802
696	21.07900433
697	21.06887682
698	21.05243945
699	21.03149111
700	21.01817494
701	21.00420895
702	20.99222826
703	20.98005474
704	20.96949535
705	20.95848314
706	20.94819829
707	20.93559061
708	20.92203597
709	20.90676712
710	20.89137523
711	20.88262934
712	20.86582012
713	20.85632937
714	20.84182699
715	20.82652579
716	20.81085686
717	20.80223935
718	20.79448235
719	20.78387654
720	20.77401549
721	20.74718849
722	20.73609773
723	20.72342699
724	20.7137472
725	20.69883958
726	20.68211369
727	20.66625205
728	20.65243171
729	20.6366073
730	20.61804709
731	20.5912636
732	20.57510673
733	20.55679675
734	20.53630852
735	20.52249784
736	20.51120576
737	20.49518692
738	20.487631
739	20.47135814
740	20.46452012
741	20.45128326
742	20.43502549
743	20.42471426
744	20.40994582
745	20.39908349
746	20.38183365
747	20.36019955
748	20.35066787
749	20.34041802
750	20.32929772
751	20.31930045
752	20.30350149
753	20.29310138
754	20.28459925
755	20.27289468
756	20.26324954
757	20.25100464
758	20.23637957
759	20.22200018
760	20.20728564
761	20.19592183
762	20.18277781
763	20.16055291
764	20.14649448
765	20.12874505
766	20.11560412
767	20.10007552
768	20.08451743
769	20.06726059
770	20.05803762
771	20.04951505
772	20.03790989
773	20.0232607
774	20.01005778
775	20.00171402
776	19.98613356
777	19.97176202
778	19.96021478
779	19.94715216
780	19.93729851
781	19.92388603
782	19.90541502
783	19.89884302
784	19.88822359
785	19.87925372
786	19.86890574
787	19.84868948
788	19.83367052
789	19.82253564
790	19.8047236
791	19.79297242
792	19.78146871
793	19.76955472
794	19.75599949
795	19.74413565
796	19.72613178
797	19.71429006
798	19.70447948
799	19.69756136
800	19.68726867
801	19.67631705
802	19.66527173
803	19.65295619
804	19.64085331
805	19.62933047
806	19.61726084
807	19.60609424
808	19.59562436
809	19.58642702
810	19.57370965
811	19.56556853
812	19.55616348
813	19.54427556
814	19.53129595
815	19.51766743
816	19.50543241
817	19.49643751
818	19.48816249
819	19.47476436
820	19.46652521
821	19.45816914
822	19.44198151
823	19.42854759
824	19.42136264
825	19.41274472
826	19.40606498
827	19.3942244
828	19.38463204
829	19.37503482
830	19.36703734
831	19.35492895
832	19.3454358
833	19.33719614
834	19.32712139
835	19.31285291
836	19.30157962
837	19.28973359
838	19.27098758
839	19.2575941
840	19.248075
841	19.24015665
842	19.22951765
843	19.21867147
844	19.21115556
845	19.19720742
846	19.18503403
847	19.16973745
848	19.1585782
849	19.15099901
850	19.14461265
851	19.13439195
852	19.12454537
853	19.11333867
854	19.10463846
855	19.09464704
856	19.08263883
857	19.07319473
858	19.06205113
859	19.0489406
860	19.03487913
861	19.02872103
862	19.02097847
863	19.01053621
864	19.00054436
865	18.98912011
866	18.97799359
867	18.96376051
868	18.95195024
869	18.93668791
